编号,名称,百度词条,百度地址,百度置信度,维基词条,维基地址,维基置信度,待复核候选
1-0138-1-003,仰韶村遗址,仰韶村遗址,https://baike.baidu.com/view/418700.htm,exact,仰韶村遗址,https://zh.wikipedia.org/wiki/%E4%BB%B0%E9%9F%B6%E6%9D%91%E9%81%97%E5%9D%80,exact,
1-0139-1-004,半坡遗址,半坡遗址,https://baike.baidu.com/view/43484.htm,exact,半坡遗址,https://zh.wikipedia.org/wiki/%E5%8D%8A%E5%9D%A1%E9%81%97%E5%9D%80,exact,
1-0140-1-005,城子崖遗址,城子崖遗址,https://baike.baidu.com/view/37903.htm,exact,城子崖遗址,https://zh.wikipedia.org/wiki/%E5%9F%8E%E5%AD%90%E5%B4%96%E9%81%97%E5%9D%80,exact,
1-0141-1-006,郑州商代遗址,郑州商代遗址,https://baike.baidu.com/view/48481.htm,exact,,,,
1-0142-1-007,殷墟,殷墟,https://baike.baidu.com/subview/7980/5141908.htm,exact,殷墟,https://zh.wikipedia.org/wiki/%E6%AE%B7%E5%A2%9F,exact,
1-0143-1-008,丰镐遗址,丰镐遗址,https://baike.baidu.com/view/194724.htm,exact,,,,
1-0144-1-009,临淄齐国故城,临淄齐国故城,https://baike.baidu.com/view/51260.htm,exact,临淄齐国故城,https://zh.wikipedia.org/wiki/%E4%B8%B4%E6%B7%84%E9%BD%90%E5%9B%BD%E6%95%85%E5%9F%8E,exact,
1-0145-1-010,曲阜鲁国故城,曲阜鲁国故城,https://baike.baidu.com/view/58275.htm,exact,曲阜鲁国故城,https://zh.wikipedia.org/wiki/%E6%9B%B2%E9%98%9C%E9%B2%81%E5%9B%BD%E6%95%85%E5%9F%8E,exact,
1-0146-1-011,侯马晋国遗址,侯马晋国遗址,https://baike.baidu.com/view/51628.htm,exact,侯马晋国遗址,https://zh.wikipedia.org/wiki/%E4%BE%AF%E9%A9%AC%E6%99%8B%E5%9B%BD%E9%81%97%E5%9D%80,exact,
1-0147-1-012,楚纪南故城,楚纪南故城,https://baike.baidu.com/view/65392.htm,exact,楚纪南故城,https://zh.wikipedia.org/wiki/%E6%A5%9A%E7%BA%AA%E5%8D%97%E6%95%85%E5%9F%8E,exact,
1-0148-1-013,郑韩故城,郑韩故城,https://baike.baidu.com/view/54094.htm,exact,,,,
1-0149-1-014,赵邯郸故城,赵邯郸故城,https://baike.baidu.com/view/51786.htm,exact,,,,
1-0150-1-015,燕下都遗址,燕下都遗址,https://baike.baidu.com/view/51379.htm,exact,,,,
1-0151-1-016,阿房宫遗址,阿房宫遗址,https://baike.baidu.com/view/170063.htm,exact,,,,
1-0152-1-017,汉长安城遗址,汉长安城遗址,https://baike.baidu.com/view/184896.htm,exact,,,,
1-0153-1-018,汉魏洛阳故城,汉魏洛阳故城,https://baike.baidu.com/subview/139615/20538017.htm,exact,汉魏洛阳故城,https://zh.wikipedia.org/wiki/%E6%B1%89%E9%AD%8F%E6%B4%9B%E9%98%B3%E6%95%85%E5%9F%8E,exact,
1-0154-1-019,高昌故城,高昌故城,https://baike.baidu.com/subview/67426/67426.htm,exact,,,,
1-0155-1-020,雅尔湖故城,雅尔湖故城,https://baike.baidu.com/view/418734.htm,exact,,,,
1-0156-1-021,大明宫遗址,大明宫遗址,https://baike.baidu.com/subview/148983/148983.htm,exact,,,,
1-0157-1-022,太和城遗址,太和城遗址,https://baike.baidu.com/view/418750.htm,exact,太和城遗址,https://zh.wikipedia.org/wiki/%E5%A4%AA%E5%92%8C%E5%9F%8E%E9%81%97%E5%9D%80,exact,
1-0158-1-023,渤海国上京龙泉府遗址,渤海国上京龙泉府遗址,https://baike.baidu.com/view/52848.htm,exact,渤海国上京龙泉府遗址,https://zh.wikipedia.org/wiki/%E6%B8%A4%E6%B5%B7%E5%9B%BD%E4%B8%8A%E4%BA%AC%E9%BE%99%E6%B3%89%E5%BA%9C%E9%81%97%E5%9D%80,exact,
1-0159-1-024,辽上京遗址,辽上京遗址,https://baike.baidu.com/view/150854.htm,exact,,,,
1-0160-1-025,辽中京遗址,辽中京遗址,https://baike.baidu.com/view/150870.htm,exact,,,,
1-0161-1-026,古格王国遗址,古格王国遗址,https://baike.baidu.com/subview/358684/358684.htm,exact,古格王国遗址,https://zh.wikipedia.org/wiki/%E5%8F%A4%E6%A0%BC%E7%8E%8B%E5%9B%BD%E9%81%97%E5%9D%80,exact,
1-0162-2-001,黄帝陵,黄帝陵,https://baike.baidu.com/subview/14588/13626594.htm,exact,,,,
1-0163-2-002,孔林,孔林,https://baike.baidu.com/subview/18015/18937796.htm,exact,孔林,https://zh.wikipedia.org/wiki/%E5%AD%94%E6%9E%97,exact,
1-0164-2-003,秦始皇陵,秦始皇陵,https://baike.baidu.com/subview/6654/18935778.htm,exact,,,,
1-0165-2-004,茂陵,茂陵,https://baike.baidu.com/subview/72938/6535526.htm,exact,,,,
1-0166-2-005,霍去病墓,霍去病墓,https://baike.baidu.com/view/24053.htm,exact,,,,
1-0167-2-006,辽阳壁画墓群,辽阳壁画墓群,https://baike.baidu.com/view/4419711.htm,exact,,,,
1-0168-2-007,洞沟古墓群,洞沟古墓群,https://baike.baidu.com/subview/418767/19166556.htm,exact,洞沟古墓群,https://zh.wikipedia.org/wiki/%E6%B4%9E%E6%B2%9F%E5%8F%A4%E5%A2%93%E7%BE%A4,exact,
1-0169-2-008,封氏墓群,封氏墓群,https://baike.baidu.com/view/418774.htm,exact,封氏墓群,https://zh.wikipedia.org/wiki/%E5%B0%81%E6%B0%8F%E5%A2%93%E7%BE%A4,exact,
1-0170-2-009,昭陵,昭陵,https://baike.baidu.com/subview/79804/5120543.htm,exact,昭陵,https://zh.wikipedia.org/wiki/%E6%98%AD%E9%99%B5,exact,
1-0171-2-010,乾陵,乾陵,https://baike.baidu.com/subview/16971/18710773.htm,exact,,,,
1-0172-2-011,顺陵,顺陵,https://baike.baidu.com/subview/79817/10996357.htm,exact,,,,
1-0173-2-012,六顶山古墓群,六顶山古墓群,https://baike.baidu.com/view/277176.htm,exact,六顶山古墓群,https://zh.wikipedia.org/wiki/%E5%85%AD%E9%A1%B6%E5%B1%B1%E5%8F%A4%E5%A2%93%E7%BE%A4,exact,
1-0174-2-013,藏王墓,藏王墓,https://baike.baidu.com/view/23225.htm,exact,,,,
1-0175-2-014,王建墓,王建墓,https://baike.baidu.com/view/54107.htm,exact,王建墓,https://zh.wikipedia.org/wiki/%E7%8E%8B%E5%BB%BA%E5%A2%93,exact,
1-0176-2-015,岳飞墓,岳飞墓,https://baike.baidu.com/view/259785.htm,exact,,,,
1-0177-2-016,明孝陵,明孝陵,https://baike.baidu.com/subview/40876/20241930.htm,exact,明孝陵,https://zh.wikipedia.org/wiki/%E6%98%8E%E5%AD%9D%E9%99%B5,exact,
1-0178-2-017,十三陵,十三陵,https://baike.baidu.com/subview/8341/8341.htm,exact,,,,
1-0179-2-018,清东陵,清东陵,https://baike.baidu.com/subview/15159/15159.htm,exact,清东陵,https://zh.wikipedia.org/wiki/%E6%B8%85%E4%B8%9C%E9%99%B5,exact,
1-0180-2-019,清西陵,清西陵,https://baike.baidu.com/subview/21146/21146.htm,exact,清西陵,https://zh.wikipedia.org/wiki/%E6%B8%85%E8%A5%BF%E9%99%B5,exact,
2-0001-5-001,林则徐销烟池与虎门炮台旧址,林则徐销烟池与虎门炮台旧址,https://baike.baidu.com/view/11601276.htm,exact,,,,
2-0002-5-002,太平天国天王府遗址,太平天国天王府遗址,https://baike.baidu.com/view/418822.htm,exact,,,,
2-0003-5-003,义和团吕祖堂坛口遗址,义和团吕祖堂坛口遗址,https://baike.baidu.com/view/418829.htm,exact,义和团吕祖堂坛口遗址,https://zh.wikipedia.org/wiki/%E4%B9%89%E5%92%8C%E5%9B%A2%E5%90%95%E7%A5%96%E5%A0%82%E5%9D%9B%E5%8F%A3%E9%81%97%E5%9D%80,exact,
2-0004-5-004,安源路矿工人俱乐部旧址,安源路矿工人俱乐部旧址,https://baike.baidu.com/view/197921.htm,exact,,,,
2-0005-5-005,八七会议会址,八七会议会址,https://baike.baidu.com/view/418832.htm,exact,八七会议会址,https://zh.wikipedia.org/wiki/%E5%85%AB%E4%B8%83%E4%BC%9A%E8%AE%AE%E4%BC%9A%E5%9D%80,exact,
2-0006-5-006,西安事变旧址,西安事变旧址,https://baike.baidu.com/view/85680.htm,exact,,,,
2-0007-5-007,白求恩模范病室旧址,白求恩模范病室旧址,https://baike.baidu.com/view/51578.htm,exact,,,,
2-0008-5-008,西柏坡中共中央旧址,西柏坡中共中央旧址,https://baike.baidu.com/view/55944.htm,exact,,,,
2-0009-5-009,北京宋庆龄故居,北京宋庆龄故居,https://baike.baidu.com/view/682565.htm,exact,北京宋庆龄故居,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BA%AC%E5%AE%8B%E5%BA%86%E9%BE%84%E6%95%85%E5%B1%85,exact,
2-0010-5-010,宋庆龄墓,宋庆龄墓,https://baike.baidu.com/view/64479.htm,exact,宋庆龄墓,https://zh.wikipedia.org/wiki/%E5%AE%8B%E5%BA%86%E9%BE%84%E5%A2%93,exact,
2-0011-4-001,巩县石窟,巩县石窟,https://baike.baidu.com/subview/418838/418838.htm,exact,巩县石窟,https://zh.wikipedia.org/wiki/%E5%B7%A9%E5%8E%BF%E7%9F%B3%E7%AA%9F,exact,
2-0012-4-002,须弥山石窟,须弥山石窟,https://baike.baidu.com/subview/6506/6506.htm,exact,,,,
2-0013-4-003,乐山大佛,乐山大佛,https://baike.baidu.com/subview/3425/3425.htm,exact,乐山大佛,https://zh.wikipedia.org/wiki/%E4%B9%90%E5%B1%B1%E5%A4%A7%E4%BD%9B,exact,
2-0014-4-004,柏孜克里克千佛洞,柏孜克里克千佛洞,https://baike.baidu.com/view/67424.htm,exact,柏孜克里克千佛洞,https://zh.wikipedia.org/wiki/%E6%9F%8F%E5%AD%9C%E5%85%8B%E9%87%8C%E5%85%8B%E5%8D%83%E4%BD%9B%E6%B4%9E,exact,
2-0015-4-005,飞来峰造像,飞来峰造像,https://baike.baidu.com/view/328441.htm,exact,,,,
2-0016-3-001,修定寺塔,修定寺塔,https://baike.baidu.com/view/399508.htm,exact,修定寺塔,https://zh.wikipedia.org/wiki/%E4%BF%AE%E5%AE%9A%E5%AF%BA%E5%A1%94,exact,
2-0017-3-002,玉泉寺及铁塔,玉泉寺及铁塔,https://baike.baidu.com/view/418847.htm,exact,,,,
2-0018-3-003,万部华严经塔,万部华严经塔,https://baike.baidu.com/view/164982.htm,exact,万部华严经塔,https://zh.wikipedia.org/wiki/%E4%B8%87%E9%83%A8%E5%8D%8E%E4%B8%A5%E7%BB%8F%E5%A1%94,exact,
2-0019-3-004,华林寺大殿,华林寺大殿,https://baike.baidu.com/view/37275.htm,exact,,,,
2-0020-3-005,开元寺,开元寺,https://baike.baidu.com/subview/28982/5732809.htm,exact,开元寺,https://zh.wikipedia.org/wiki/%E5%BC%80%E5%85%83%E5%AF%BA,exact,
2-0021-3-006,灵岩寺,,,,灵岩寺 (长清),https://zh.wikipedia.org/wiki/%E7%81%B5%E5%B2%A9%E5%AF%BA_(%E9%95%BF%E6%B8%85),search-related-location,灵岩寺及千佛塔 | https://baike.baidu.com/subview/12643002/13114410.htm | related-unconfirmed
2-0022-3-007,玄妙观三清殿,玄妙观三清殿,https://baike.baidu.com/view/1391951.htm,exact,,,,
2-0023-3-008,岩山寺,岩山寺,https://baike.baidu.com/subview/418858/20060170.htm,exact,岩山寺,https://zh.wikipedia.org/wiki/%E5%B2%A9%E5%B1%B1%E5%AF%BA,exact,
2-0024-3-009,北岳庙,北岳庙,https://baike.baidu.com/subview/543711/6143860.htm,exact,北岳庙,https://zh.wikipedia.org/wiki/%E5%8C%97%E5%B2%B3%E5%BA%99,exact,
2-0025-3-010,紫霄宫,紫霄宫,https://baike.baidu.com/subview/195578/13591814.htm,exact,,,,
2-0026-3-011,五台山古建筑群,五台山古建筑群,https://baike.baidu.com/view/11579822.htm,exact,,,,
2-0027-3-012,哲蚌寺,哲蚌寺,https://baike.baidu.com/view/45437.htm,exact,哲蚌寺,https://zh.wikipedia.org/wiki/%E5%93%B2%E8%9A%8C%E5%AF%BA,exact,
2-0028-3-013,色拉寺,色拉寺,https://baike.baidu.com/view/45444.htm,exact,,,,
2-0029-3-014,皇史宬,皇史宬,https://baike.baidu.com/view/9969.htm,exact,皇史宬,https://zh.wikipedia.org/wiki/%E7%9A%87%E5%8F%B2%E5%AE%AC,exact,
2-0030-3-015,悬空寺,悬空寺,https://baike.baidu.com/subview/16483/5062508.htm,exact,悬空寺,https://zh.wikipedia.org/wiki/%E6%82%AC%E7%A9%BA%E5%AF%BA,exact,
2-0031-3-016,天一阁,天一阁,https://baike.baidu.com/subview/16659/16659.htm,exact,天一阁,https://zh.wikipedia.org/wiki/%E5%A4%A9%E4%B8%80%E9%98%81,exact,
2-0032-3-017,古观象台,古观象台,https://baike.baidu.com/view/9503.htm,exact,,,,
2-0033-3-018,经略台真武阁,经略台真武阁,https://baike.baidu.com/subview/981628/981628.htm,exact,,,,
2-0034-3-019,瞿昙寺,瞿昙寺,https://baike.baidu.com/subview/165098/165098.htm,exact,瞿昙寺,https://zh.wikipedia.org/wiki/%E7%9E%BF%E6%98%99%E5%AF%BA,exact,
2-0035-3-020,北京城东南角楼,北京城东南角楼,https://baike.baidu.com/view/894062.htm,exact,,,,
2-0036-3-021,都江堰,都江堰,https://baike.baidu.com/subview/2240/12000340.htm,exact,,,,
2-0037-3-022,蓬莱水城及蓬莱阁,蓬莱水城及蓬莱阁,https://baike.baidu.com/view/11619172.htm,exact,,,,
2-0038-3-023,太和宫金殿,太和宫金殿,https://baike.baidu.com/view/51279.htm,exact,太和宫金殿,https://zh.wikipedia.org/wiki/%E5%A4%AA%E5%92%8C%E5%AE%AB%E9%87%91%E6%AE%BF,exact,
2-0039-3-024,豫园,豫园,https://baike.baidu.com/subview/30252/30252.htm,exact,,,,
2-0040-3-025,恭王府及花园,恭王府及花园,https://baike.baidu.com/view/10748736.htm,exact,,,,
2-0041-3-026,网师园,网师园,https://baike.baidu.com/view/80726.htm,exact,,,,
2-0042-3-027,程阳永济桥,程阳永济桥,https://baike.baidu.com/view/192895.htm,exact,程阳永济桥,https://zh.wikipedia.org/wiki/%E7%A8%8B%E9%98%B3%E6%B0%B8%E6%B5%8E%E6%A1%A5,exact,
2-0043-3-028,拉卜楞寺,拉卜楞寺,https://baike.baidu.com/view/1662.htm,exact,拉卜楞寺,https://zh.wikipedia.org/wiki/%E6%8B%89%E5%8D%9C%E6%A5%9E%E5%AF%BA,exact,
2-0044-4-001,常德铁幢,常德铁幢,https://baike.baidu.com/view/1195051.htm,exact,常德铁幢,https://zh.wikipedia.org/wiki/%E5%B8%B8%E5%BE%B7%E9%93%81%E5%B9%A2,exact,
2-0045-4-002,地藏寺经幢,地藏寺经幢,https://baike.baidu.com/view/1070430.htm,exact,地藏寺经幢,https://zh.wikipedia.org/wiki/%E5%9C%B0%E8%97%8F%E5%AF%BA%E7%BB%8F%E5%B9%A2,exact,
2-0046-1-001,元谋猿人遗址,元谋猿人遗址,https://baike.baidu.com/view/1070425.htm,exact,,,,
2-0047-1-002,蓝田猿人遗址,蓝田猿人遗址,https://baike.baidu.com/view/50636.htm,exact,,,,
2-0048-1-003,大汶口遗址,大汶口遗址,https://baike.baidu.com/view/120834.htm,exact,大汶口遗址,https://zh.wikipedia.org/wiki/%E5%A4%A7%E6%B1%B6%E5%8F%A3%E9%81%97%E5%9D%80,exact,
2-0049-1-004,河姆渡遗址,河姆渡遗址,https://baike.baidu.com/subview/1395/1395.htm,exact,河姆渡遗址,https://zh.wikipedia.org/wiki/%E6%B2%B3%E5%A7%86%E6%B8%A1%E9%81%97%E5%9D%80,exact,
2-0050-1-005,周原遗址,周原遗址,https://baike.baidu.com/view/113459.htm,exact,,,,
2-0051-1-006,铜录山古铜矿遗址,铜录山古铜矿遗址,https://baike.baidu.com/view/192899.htm,exact,,,,
2-0052-1-007,丸都山城与国内城,丸都山城与国内城,https://baike.baidu.com/item/%E4%B8%B8%E9%83%BD%E5%B1%B1%E5%9F%8E%E4%B8%8E%E5%9B%BD%E5%86%85%E5%9F%8E,exact,,,,
2-0053-1-008,湖田古瓷窑址,湖田古瓷窑址,https://baike.baidu.com/view/1741815.htm,exact,,,,
2-0054-1-009,金上京会宁府遗址,金上京会宁府遗址,https://baike.baidu.com/view/984811.htm,exact,,,,
2-0055-1-010,明中都皇故城及皇陵石刻,明中都皇故城及皇陵石刻,https://baike.baidu.com/view/4412787.htm,exact,,,,
2-0056-2-001,司马迁墓和祠,司马迁墓和祠,https://baike.baidu.com/view/11585274.htm,exact,司马迁墓和祠,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A9%AC%E8%BF%81%E5%A2%93%E5%92%8C%E7%A5%A0,exact,
2-0057-2-002,杨氏土司墓群,杨氏土司墓群,https://baike.baidu.com/item/%E6%9D%A8%E6%B0%8F%E5%9C%9F%E5%8F%B8%E5%A2%93%E7%BE%A4,exact,,,,
2-0058-2-003,宋陵,宋陵,https://baike.baidu.com/subview/43758/43758.htm,exact,宋陵,https://zh.wikipedia.org/wiki/%E5%AE%8B%E9%99%B5,exact,
2-0059-2-004,李时珍墓,李时珍墓,https://baike.baidu.com/view/985303.htm,exact,李时珍墓,https://zh.wikipedia.org/wiki/%E6%9D%8E%E6%97%B6%E7%8F%8D%E5%A2%93,exact,
2-0060-2-005,郑成功墓,郑成功墓,https://baike.baidu.com/view/767671.htm,exact,,,,
2-0061-2-006,清昭陵,清昭陵,https://baike.baidu.com/view/969868.htm,exact,清昭陵,https://zh.wikipedia.org/wiki/%E6%B8%85%E6%98%AD%E9%99%B5,exact,
2-0062-2-007,成吉思汗陵,成吉思汗陵,https://baike.baidu.com/subview/17074/5356127.htm,exact,成吉思汗陵,https://zh.wikipedia.org/wiki/%E6%88%90%E5%90%89%E6%80%9D%E6%B1%97%E9%99%B5,exact,
3-0001-5-001,洪秀全故居,洪秀全故居,https://baike.baidu.com/view/99210.htm,exact,洪秀全故居,https://zh.wikipedia.org/wiki/%E6%B4%AA%E7%A7%80%E5%85%A8%E6%95%85%E5%B1%85,exact,
3-0002-5-002,林则徐墓,林则徐墓,https://baike.baidu.com/view/536096.htm,exact,,,,
3-0003-5-003,堂子街太平天国壁画,,,,堂子街太平天国壁画,https://zh.wikipedia.org/wiki/%E5%A0%82%E5%AD%90%E8%A1%97%E5%A4%AA%E5%B9%B3%E5%A4%A9%E5%9B%BD%E5%A3%81%E7%94%BB,exact,太平天国壁画艺术馆 | https://baike.baidu.com/item/%E5%A4%AA%E5%B9%B3%E5%A4%A9%E5%9B%BD%E5%A3%81%E7%94%BB%E8%89%BA%E6%9C%AF%E9%A6%86 | different-title
3-0004-5-004,大沽口炮台,大沽口炮台,https://baike.baidu.com/view/75474.htm,exact,大沽口炮台,https://zh.wikipedia.org/wiki/%E5%A4%A7%E6%B2%BD%E5%8F%A3%E7%82%AE%E5%8F%B0,exact,
3-0005-5-005,太平天国侍王府,太平天国侍王府,https://baike.baidu.com/view/210994.htm,exact,太平天国侍王府,https://zh.wikipedia.org/wiki/%E5%A4%AA%E5%B9%B3%E5%A4%A9%E5%9B%BD%E4%BE%8D%E7%8E%8B%E5%BA%9C,exact,
3-0006-5-006,望海楼教堂,望海楼教堂,https://baike.baidu.com/view/174825.htm,exact,,,,
3-0007-5-007,黄兴故居、墓,,,,黄兴故居,https://zh.wikipedia.org/wiki/%E9%BB%84%E5%85%B4%E6%95%85%E5%B1%85,manual,黄兴故居、墓 | https://baike.baidu.com/view/1804339.htm | empty
3-0008-5-008,绍兴鲁迅故居,绍兴鲁迅故居,https://baike.baidu.com/view/301678.htm,exact,,,,
3-0009-5-009,刘公岛甲午战争纪念地,刘公岛甲午战争纪念地,https://baike.baidu.com/view/4977081.htm,exact,,,,
3-0010-5-010,李大钊故居,李大钊故居,https://baike.baidu.com/subview/30899/30899.htm,exact,李大钊故居,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%A4%A7%E9%92%8A%E6%95%85%E5%B1%85,exact,
3-0011-5-011,孙中山故居,孙中山故居,https://baike.baidu.com/view/99150.htm,exact,,,,
3-0012-5-012,朱德故居,朱德故居,https://baike.baidu.com/view/116109.htm,exact,朱德故居,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%BE%B7%E6%95%85%E5%B1%85,exact,
3-0013-5-013,茅盾故居,茅盾故居,https://baike.baidu.com/subview/90351/13579960.htm,exact,茅盾故居,https://zh.wikipedia.org/wiki/%E8%8C%85%E7%9B%BE%E6%95%85%E5%B1%85,exact,
3-0014-5-014,周恩来故居,周恩来故居,https://baike.baidu.com/subview/557250/5128097.htm,exact,周恩来故居,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%81%A9%E6%9D%A5%E6%95%85%E5%B1%85,exact,
3-0015-5-015,刘少奇故居,刘少奇故居,https://baike.baidu.com/view/48806.htm,exact,刘少奇故居,https://zh.wikipedia.org/wiki/%E5%88%98%E5%B0%91%E5%A5%87%E6%95%85%E5%B1%85,exact,
3-0016-5-016,任弼时故居,任弼时故居,https://baike.baidu.com/subview/482141/20527739.htm,exact,任弼时故居,https://zh.wikipedia.org/wiki/%E4%BB%BB%E5%BC%BC%E6%97%B6%E6%95%85%E5%B1%85,exact,
3-0017-5-017,秋瑾故居,秋瑾故居,https://baike.baidu.com/subview/19802/7981064.htm,exact,秋瑾故居,https://zh.wikipedia.org/wiki/%E7%A7%8B%E7%91%BE%E6%95%85%E5%B1%85,exact,
3-0018-5-018,云南陆军讲武堂旧址,云南陆军讲武堂旧址,https://baike.baidu.com/view/379854.htm,exact,,,,
3-0019-5-019,辛亥秋保路死事纪念碑,辛亥秋保路死事纪念碑,https://baike.baidu.com/view/1206076.htm,exact,,,,
3-0020-5-020,国民党“一大”旧址（包括革命广场）,中国国民党第一次全国代表大会旧址,https://baike.baidu.com/item/%E4%B8%AD%E5%9B%BD%E5%9B%BD%E6%B0%91%E5%85%9A%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%85%A8%E5%9B%BD%E4%BB%A3%E8%A1%A8%E5%A4%A7%E4%BC%9A%E6%97%A7%E5%9D%80/15583638,manual,中国国民党第一次全国代表大会旧址,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9C%8B%E5%9C%8B%E6%B0%91%E9%BB%A8%E7%AC%AC%E4%B8%80%E6%AC%A1%E5%85%A8%E5%9C%8B%E4%BB%A3%E8%A1%A8%E5%A4%A7%E6%9C%83%E8%88%8A%E5%9D%80,manual,中山陵 | https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%B1%B1%E9%99%B5 | different-title
3-0021-5-021,黄埔军校旧址,黄埔军校旧址,https://baike.baidu.com/view/58694.htm,exact,,,,
3-0022-5-022,中华全国总工会旧址,中华全国总工会旧址,https://baike.baidu.com/view/99279.htm,exact,中华全国总工会旧址,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%8D%8E%E5%85%A8%E5%9B%BD%E6%80%BB%E5%B7%A5%E4%BC%9A%E6%97%A7%E5%9D%80,exact,
3-0023-5-023,北伐汀泗桥战役遗址,北伐汀泗桥战役遗址,https://baike.baidu.com/view/4433838.htm,exact,北伐汀泗桥战役遗址,https://zh.wikipedia.org/wiki/%E5%8C%97%E4%BC%90%E6%B1%80%E6%B3%97%E6%A1%A5%E6%88%98%E5%BD%B9%E9%81%97%E5%9D%80,exact,
3-0024-5-024,红安七里坪革命旧址,红安七里坪革命旧址,https://baike.baidu.com/view/1621702.htm,exact,红安七里坪革命旧址,https://zh.wikipedia.org/wiki/%E7%BA%A2%E5%AE%89%E4%B8%83%E9%87%8C%E5%9D%AA%E9%9D%A9%E5%91%BD%E6%97%A7%E5%9D%80,exact,
3-0025-5-025,龙华革命烈士纪念地,龙华革命烈士纪念地,https://baike.baidu.com/view/103954.htm,exact,,,,
3-0026-5-026,雨花台烈士陵园,雨花台烈士陵园,https://baike.baidu.com/view/253947.htm,exact,,,,
3-0027-5-027,平江起义旧址,平江起义旧址,https://baike.baidu.com/view/1200638.htm,exact,平江起义旧址,https://zh.wikipedia.org/wiki/%E5%B9%B3%E6%B1%9F%E8%B5%B7%E4%B9%89%E6%97%A7%E5%9D%80,exact,
3-0028-5-028,中国工农红军第七军、第八军军部旧址,中国工农红军第七军、第八军军部旧址,https://baike.baidu.com/view/10632895.htm,exact,中国工农红军第七军、第八军军部旧址,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E5%B7%A5%E5%86%9C%E7%BA%A2%E5%86%9B%E7%AC%AC%E4%B8%83%E5%86%9B%E3%80%81%E7%AC%AC%E5%85%AB%E5%86%9B%E5%86%9B%E9%83%A8%E6%97%A7%E5%9D%80,exact,
3-0029-5-029,长汀革命旧址,长汀革命旧址,https://baike.baidu.com/view/4423049.htm,exact,,,,
3-0030-5-030,湘鄂西革命根据地旧址,湘鄂西革命根据地旧址,https://baike.baidu.com/view/1399192.htm,exact,,,,
3-0031-5-031,宁都起义指挥部旧址,宁都起义指挥部旧址,https://baike.baidu.com/view/117545.htm,exact,宁都起义指挥部旧址,https://zh.wikipedia.org/wiki/%E5%AE%81%E9%83%BD%E8%B5%B7%E4%B9%89%E6%8C%87%E6%8C%A5%E9%83%A8%E6%97%A7%E5%9D%80,exact,
3-0032-5-032,鄂豫皖革命根据地旧址,鄂豫皖革命根据地旧址,https://baike.baidu.com/view/9656797.htm,exact,,,,
3-0033-5-033,红四方面军总指挥部旧址,红四方面军总指挥部旧址,https://baike.baidu.com/view/1399193.htm,exact,,,,
3-0034-5-034,平顶山惨案遗址,平顶山惨案遗址,https://baike.baidu.com/view/1528221.htm,exact,,,,
3-0035-5-035,瓦窑堡革命旧址,瓦窑堡革命旧址,https://baike.baidu.com/view/518698.htm,exact,,,,
3-0036-5-036,八路军西安办事处旧址,八路军西安办事处旧址,https://baike.baidu.com/view/440539.htm,exact,八路军西安办事处旧址,https://zh.wikipedia.org/wiki/%E5%85%AB%E8%B7%AF%E5%86%9B%E8%A5%BF%E5%AE%89%E5%8A%9E%E4%BA%8B%E5%A4%84%E6%97%A7%E5%9D%80,exact,
3-0037-5-037,中共中央中原局旧址,中共中央中原局旧址,https://baike.baidu.com/view/5047983.htm,exact,,,,
3-0038-5-038,陈嘉庚墓,陈嘉庚墓,https://baike.baidu.com/view/1372605.htm,exact,,,,
3-0039-5-039,冯玉祥墓,冯玉祥墓,https://baike.baidu.com/view/268271.htm,exact,冯玉祥墓,https://zh.wikipedia.org/wiki/%E5%86%AF%E7%8E%89%E7%A5%A5%E5%A2%93,exact,
3-0040-5-040,郭沫若故居,郭沫若故居,https://baike.baidu.com/subview/17662/12860836.htm,exact,,,,
3-0041-5-041,聂耳墓,聂耳墓,https://baike.baidu.com/view/183257.htm,exact,聂耳墓,https://zh.wikipedia.org/wiki/%E8%81%82%E8%80%B3%E5%A2%93,exact,
